nodeA,nodeB,relationship
519,274,1218144966
123,91,1218146300
275,390,1218146355
51,390,1218146408
527,539,1218146505
177,177,1218146569
194,75,1218146656
102,75,1218146687
501,75,1218146707
658,75,1218146867
309844,75,1218146970
309844,547,1218147852
274,274,1218148075
657,637,1218148982
309844,547,1218149255
55,483,1218149836
271,323,1218149911
106,323,1218150004
312,323,1218150120
20,547,1218150718
304,527,1218150960
199,323,1218150997
636,567,1218151150
60,67,1218151174
309844,483,1218151442
122,350,1218151600
22,26,1218151714
567,626,1218151846
673,323,1218152089
666,323,1218152179
122,670,1218152185
22,26,1218152222
71,350,1218152288
613,431,1218152310
574,26,1218152375
26,673,1218152976
613,1384652,1218153043
22,518,1218153051
1384652,518,1218153098
96,666,1218153114
404,288,1218153301
676,673,1218153363
58,673,1218153478
122,518,1218153730
609,673,1218153854
676,1384652,1218153865
1384652,404,1218154025
676,518,1218154214
194,404,1218154415
676,567,1218154501
657,673,1218154778
92,673,1218154835
414,527,1218154863
673,92,1218155089
414,92,1218155128
660,1384652,1218155410
92,92,1218155460
383,404,1218155594
99,637,1218155600
673,406,1218155610
315,41,1218155885
283,404,1218155962
439,681,1218156120
541,567,1218156167
383,657,1218156181
673,116,1218156279
383,404,1218156478
660,431,1218156521
414,527,1218156587
682,637,1218156609
430,277,1218156739
235,287,1218156818
238,277,1218156890
521,350,1218156951
383,350,1218156996
194,296,1218157361
619,116,1218157368
383,296,1218157428
541,296,1218157502
521,296,1218157653
383,422,1218157734
383,1384652,1218157923
673,318,1218157967
536,350,1218158146
576,576,1218158276
547,318,1218158309
861,670,1218158314
676,318,1218158316
680,116,1218158339
25,682,1218158437
392,404,1218158511
238,576,1218158554
51,193,1218158590
225,377,1218158649
137,404,1218158656
116,422,1218158747
438,350,1218158747
50,318,1218158767
59,318,1218158775
341,1384652,1218158884
556,116,1218159077
861,682,1218159493
5,116,1218159510
680,556,1218159653
122,682,1218159882
567,563,1218160422
267,431,1218160537
86,318,1218160540
521,5,1218160607
666,666,1218160798
51,5,1218160858
26,5,1218160865
383,5,1218160920
198,670,1218160949
116,556,1218160977
636,556,1218161158
649,637,1218161735
225,383,1218161831
205,111,1218161867
137,264,1218162000
574,637,1218162034
521,111,1218162048
225,326,1218162145
404,326,1218162156
267,439,1218162349
162,383,1218162357
5,637,1218162381
111,111,1218163016
75,429,1218163416
304,429,1218163650
430,147,1218163939
283,383,1218164196
22,26,1218164541
91,572,1218164695
283,383,1218164893
431,572,1218165055
394,572,1218165306
383,383,1218165404
636,26,1218165564
116,422,1218165752
26,26,1218165947
667,383,1218166272
26,357,1218166292
326,326,1218166301
377,357,1218166402
383,357,1218166451
350,357,1218166511
292,357,1218166532
173,618,1218166747
308,357,1218167143
283,383,1218167179
267,357,1218167547
122,357,1218167691
501,676,1218167840
122,106,1218167860
380,357,1218168027
204,572,1218168144
667,51,1218168150
204,318,1218168519
380,398,1218168557
380,680,1218168627
216,680,1218168688
233,83,1218168721
204,673,1218168948
422,422,1218169098
357,556,1218169129
521,556,1218169211
414,106,1218169233
204,71,1218169240
5,83,1218169261
380,327,1218169271
227,556,1218169345
91,556,1218169435
108,680,1218169466
92,556,1218169507
25,680,1218169526
5,556,1218169601
341,71,1218169606
327,327,1218169619
267,122,1218169954
608,556,1218170129
71,556,1218170346
357,572,1218170463
518,122,1218170519
227,122,1218170617
227,572,1218170953
311,357,1218171060
267,327,1218171288
234,357,1218171501
267,357,1218171684
234,357,1218171756
50,383,1218172036
636,556,1218172194
622,92,1218172374
611,556,1218172585
267,327,1218172649
611,357,1218173036
615,435,1218173041
137,556,1218173125
137,556,1218173332
71,556,1218173348
137,556,1218173477
267,207,1218173543
13,357,1218173596
429,680,1218173748
267,659,1218173940
402,659,1218173944
304,219,1218173952
233,659,1218174199
92,659,1218174318
71,58,1218174595
234,659,1218174726
25,25,1218174745
332,659,1218174963
521,590,1218175734
615,590,1218176001
312,312,1218176167
550,117,1218176504
60,556,1218176577
697,636,1218176779
493,691,1218177406
493,698,1218177867
697,383,1218178077
202,590,1218178153
698,698,1218178232
493,173,1218178642
49,17,1218178955
493,698,1218179021
49,435,1218179228
574,590,1218179704
624,697,1218180266
699,556,1218180346
522,861,1218180664
108,861,1218180921
122,861,1218181205
519,350,1218181804
611,861,1218182449
645,861,1218182504
574,547,1218182771
358,556,1218182984
100,122,1218183118
660,547,1218183236
534,861,1218183386
463,122,1218183541
493,122,1218183662
608,91,1218183802
645,91,1218184166
364,364,1218184325
372,659,1218185098
702,350,1218185760
463,861,1218185793
419,697,1218187177
206,861,1218187307
358,106,1218187328
699,25,1218188214
571,219,1218188388
590,615,1218189636
581,615,1218189869
116,615,1218189895
699,573,1218190189
285,111,1218191107
493,463,1218191302
653,404,1218191730
26,668,1218192083
77,219,1218193574
67,668,1218193725
61,653,1218193969
285,34,1218194174
67,67,1218194331
653,439,1218194340
396,122,1218194552
699,573,1218194573
657,653,1218194889
257,703,1218195205
61,703,1218195351
657,115,1218196094
292,288,1218196545
60,67,1218196591
457,257,1218196835
50,653,1218196837
106,257,1218196882
457,117,1218197282
493,493,1218197420
50,117,1218197436
342,653,1218197452
534,703,1218197921
653,364,1218198067
266,307,1218198463
364,364,1218199323
380,143,1218199608
423,364,1218199914
1199387,358,1218200112
108465,116,1218200793
116,117,1218200840
1199387,659,1218200989
108465,522,1218201080
267,108465,1218201374
615,108465,1218201443
257,568,1218201581
188,615,1218201950
364,568,1218202010
486,568,1218202128
108465,568,1218202199
573,573,1218202398
699,573,1218203070
380,327,1218203324
699,116,1218203332
580,357,1218203474
358,568,1218203541
716,463,1218203858
267,568,1218203928
714,703,1218204430
33,713,1218204836
714,380,1218206779
718,327,1218206970
381,568,1218207279
383,327,1218207877
100,713,1218209847
200,327,1218210866
170,137,1218212437
615,383,1218213040
580,81,1218213566
194,133,1218214191
383,1384652,1218215252
383,191,1218217421
614,1384652,1218217502
342,1384652,1218217890
619,191,1218218120
614,133,1218218247
267,58,1218218536
238,108465,1218218784
267,191,1218218902
200,1384652,1218220416
267,58,1218220460
341,115,1218221322
267,383,1218221976
206,108465,1218221980
214,91,1218222001
621,191,1218222055
721,2,1218223040
40,115,1218223625
493,133,1218223717
512,627,1218223737
721,133,1218223765
493,726,1218224116
257,1384652,1218224153
48,1384652,1218224182
34,1384652,1218224187
267,1384652,1218224202
729,1384652,1218224237
267,730,1218224833
257,1384652,1218224835
493,267,1218224889
733,512,1218225196
728,108465,1218225240
733,730,1218225391
267,267,1218225423
59,512,1218225425
493,512,1218225469
573,512,1218225519
493,267,1218225786
383,556,1218225818
34,721,1218225976
59,58,1218226023
475,721,1218226120
30,58,1218226213
702,133,1218226311
357,556,1218226714
493,721,1218226718
740,267,1218227020
741,133,1218227091
493,733,1218227325
533,342,1218227403
194,733,1218227436
383,733,1218227490
740,162,1218227550
59,726,1218227761
299,71,1218227807
740,71,1218227931
721,1384652,1218228004
1384652,396,1218228055
482,1384652,1218228071
309844,394,1218228103
36,396,1218228129
721,396,1218228176
745,394,1218228446
309844,394,1218228683
567,1384652,1218228722
342,342,1218228749
740,76,1218228806
257,342,1218228875
437,1384652,1218228895
501,159,1218229000
35,396,1218229018
517,396,1218229051
372,721,1218229139
383,726,1218229186
299,726,1218229249
372,396,1218229276
626,726,1218229380
214,428,1218229451
507,205,1218229472
740,726,1218229556
567,383,1218229669
20,396,1218229690
507,396,1218229707
204,383,1218229713
106,383,1218229935
627,733,1218230108
726,383,1218230149
430,726,1218230228
106,482,1218230469
309844,394,1218230511
106,396,1218230690
567,383,1218230897
267,383,1218230932
748,404,1218230944
372,445,1218231708
567,445,1218231733
30,556,1218231975
383,556,1218232026
573,383,1218232109
20,556,1218232192
726,556,1218232200
419,445,1218232230
106,556,1218232248
35,556,1218232295
235,235,1218232392
377,191,1218232783
636,726,1218233404
751,726,1218234035
735,703,1218234641
312,703,1218234674
37,703,1218234864
729,35,1218234868
676,703,1218235044
729,556,1218235289
423,758,1218235341
676,758,1218235452
423,556,1218235499
302,758,1218235572
567,758,1218235596
121,758,1218235686
722,758,1218235781
756,445,1218235909
519,225,1218236003
299,225,1218236038
757,758,1218236091
726,703,1218236095
636,699,1218236158
722,703,1218236304
42,861,1218236316
636,755,1218236398
580,195,1218237557
214,81,1218237653
617,617,1218237888
525,525,1218238649
517,702,1218238714
619,754,1218238843
302,754,1218238889
419,702,1218239070
758,754,1218239088
309844,745,1218239150
726,754,1218239255
573,1384652,1218239388
32,1384652,1218239394
72,1384652,1218239423
205,1384652,1218239457
580,861,1218239630
42,1384652,1218239670
573,726,1218239689
758,1384652,1218239723
267,763,1218239773
116,726,1218239816
765,1384652,1218239996
726,726,1218240236
122,1384652,1218240273
327,327,1218240374
34,1384652,1218240578
756,1384652,1218240627
726,1384652,1218240683
758,59,1218240744
267,702,1218240778
55,1384652,1218240829
758,204,1218240926
527,726,1218241201
192,615,1218241624
721,702,1218241686
617,322,1218241790
32,1384652,1218241792
40,322,1218241797
106,702,1218241827
619,322,1218241895
122,322,1218241921
350,322,1218241932
40,1384652,1218242026
758,556,1218242120
756,756,1218242140
419,556,1218242222
328,1384652,1218242232
12081,702,1218242428
404,756,1218242478
58,58,1218242763
42,327,1218243127
30,322,1218243149
632,756,1218243924
194,721,1218244023
312,721,1218244195
235,396,1218244410
574,673,1218244643
727,72,1218244893
257,726,1218245055
380,721,1218245117
32,267,1218245205
302,91,1218245353
637,72,1218245485
308,770,1218246840
383,257,1218246881
56,147,1218248325
56,666,1218248700
419,396,1218248811
423,257,1218248835
423,396,1218249057
573,204,1218249058
267,56,1218249631
700,358,1218250068
419,56,1218250214
419,56,1218250913
299,56,1218251099
341,115,1218251382
341,58,1218251905
431,58,1218251938
758,462,1218252263
341,722,1218252498
729,235,1218252529
758,122,1218252904
763,204,1218253092
729,563,1218253319
58,58,1218253463
571,56,1218254206
721,779,1218254271
571,763,1218254469
637,763,1218254612
419,779,1218254698
56,56,1218254918
758,122,1218256268
773,188,1218256658
423,576,1218257093
521,576,1218257182
419,576,1218257308
521,357,1218257409
773,568,1218257415
91,357,1218257495
784,56,1218258134
726,754,1218258422
521,680,1218258441
726,680,1218258753
285,680,1218259219
303,785,1218259228
571,56,1218259246
581,357,1218260011
137,147,1218260096
91,560,1218260106
726,357,1218260146
541,560,1218261525
243,560,1218261588
489,560,1218261649
726,59,1218261654
137,232,1218261677
224,101,1218261947
137,264,1218262632
419,232,1218262884
573,527,1218263215
527,527,1218263604
234,503,1218263684
92,527,1218264153
615,779,1218265504
714,307,1218266557
384,56,1218266978
737,122,1218268006
304,122,1218268877
488,609,1218268998
384,784,1218269546
137,763,1218269557
727,755,1218270525
429,658,1218270573
429,784,1218270737
781,92,1218271027
588,784,1218272733
234,784,1218272944
106,233,1218273012
234,785,1218273458
588,56,1218273629
372,307,1218273692
791,92,1218273834
271,797,1218274188
234,357,1218274273
122,797,1218274661
67,797,1218274682
792,797,1218274856
680,680,1218275133
613,797,1218275143
13,658,1218275365
122,797,1218275414
796,91,1218275475
797,797,1218275598
464,680,1218275662
784,658,1218275701
792,680,1218275767
372,797,1218275906
796,91,1218276011
233,797,1218276464
796,203,1218277334
796,59,1218277723
457,797,1218278890
797,797,1218279575
106,573,1218279843
305,796,1218280351
810,573,1218280772
544,797,1218281146
863,797,1218282049
488,680,1218282281
797,796,1218282289
810,637,1218282542
316,27687,1218282719
13,27687,1218282864
795,796,1218283211
797,27687,1218283270
813,103,1218283538
795,637,1218283860
825,85,1218285013
796,103,1218285038
699,637,1218285195
816,816,1218285350
423,810,1218285896
810,810,1218286012
464,810,1218286095
813,103,1218286101
404,27687,1218286320
103,103,1218287422
825,634,1218287652
782,573,1218287814
816,27687,1218288199
813,103,1218288612
92,782,1218288830
831,573,1218289020
813,1384652,1218289340
571,797,1218289810
832,92,1218289949
122,782,1218290434
464,1384652,1218290444
1384652,796,1218290466
714,493,1218290517
719,117,1218290527
795,103,1218290744
122,816,1218291484
834,27687,1218292889
782,117,1218293178
383,1384652,1218293381
198,728,1218293431
835,637,1218293607
383,810,1218294410
719,796,1218294715
837,92,1218295025
56,1384652,1218295750
56,831,1218296118
383,233,1218296851
571,832,1218297504
122,718,1218298047
304,816,1218298570
573,782,1218299608
573,307,1218300037
364,133,1218300902
706,91,1218303246
838,202,1218304046
342,342,1218304200
488,78,1218305218
838,33,1218305764
475,770,1218306441
383,257,1218306815
192,133,1218307285
810,770,1218308613
417,770,1218308658
810,33,1218309192
417,133,1218309193
810,133,1218309955
810,718,1218310482
573,527,1218310639
274,718,1218311099
146270,770,1218311234
146270,133,1218311432
727,91,1218311501
108,27687,1218312186
146270,560,1218312196
614,27687,1218312819
834,770,1218312864
91,27687,1218312996
257,257,1218313441
11944,192,1218313679
483,770,1218313974
457,797,1218314930
11944,192,1218315017
493,837,1218315518
493,718,1218316307
475,718,1218316642
758,247,1218316783
383,493,1218317327
791,326,1218317348
507,493,1218317511
108,493,1218317805
11944,486,1218317866
111,493,1218318000
447,770,1218318032
358,797,1218318381
137,770,1218318761
1525924,133,1218319301
358,745,1218319994
381,527,1218320729
840,854,1218322359
419,493,1218322635
200,25,1218322660
506,770,1218322724
381,92,1218324485
383,493,1218324595
304,797,1218324692
200,25,1218326216
200,852,1218326393
304,493,1218326950
106,381,1218326965
25,25,1218327048
578,852,1218327540
856,770,1218327572
380,381,1218329230
657,381,1218329690
573,381,1218330026
91,770,1218330117
20,381,1218330309
653,232,1218330912
430,527,1218332507
382494,637,1218332639
755,852,1218333096
755,361,1218333529
380,493,1218335691
380,493,1218336684
198,837,1218338295
452120,861,1218338820
381,380,1218340235
308,380,1218340701
527,380,1218340874
122,380,1218341855
419,631,1218344682
714,852,1218345192
714,797,1218346032
631,631,1218346178
419,636,1218346327
489,396,1218348020
398,396,1218348051
714,755,1218348541
699,852,1218349590
795,810,1218349925
291,396,1218350382
872,755,1218351160
106,396,1218351746
615,799,1218352345
873,91,1218352545
63,571,1218353794
483,91,1218354301
358,380,1218354437
358,381,1218354815
122,752,1218354896
483,380,1218355429
775,799,1218355500
799,863,1218355559
872,752,1218357042
687,230,1218357065
122,752,1218357139
2521991,609,1218357582
430,86,1218359072
781,377,1218359340
781,831,1218359586
541,831,1218360522
533,534,1218361107
534,91,1218362120
430,527,1218363130
358,493,1218363576
13,493,1218365002
106,876,1218366176
13,755,1218366788
611,91,1218367292
369,369,1218367576
116,369,1218368076
611,755,1218368099
116,493,1218368503
872,755,1218370263
872,493,1218370903
872,369,1218375647
878,100,1218376782
878,147,1218377419
872,571,1218378122
92,100,1218378313
193,571,1218378374
878,87,1218378458
373,571,1218378475
883,122,1218378761
878,340,1218380072
341,876,1218380362
697,327,1218380579
13,147,1218380913
891,888,1218381100
888,381,1218381230
872,571,1218381434
13,381,1218382006
51,889,1218382070
1,889,1218382132
878,636,1218382648
878,373,1218383157
891,373,1218383208
872,373,1218383212
608,373,1218383313
897,636,1218383327
571,889,1218383489
714,888,1218384204
872,571,1218384507
51,889,1218385222
714,889,1218385448
878,889,1218385496
842,381,1218385605
755,571,1218385634
358,571,1218388277
878,653,1218388979
49,571,1218389321
914,2089740,1218390276
891,381,1218392850
274,721,1218394408
891,797,1218394477
740,916,1218395213
371,917,1218395837
722,274,1218397645
748,571,1218397768
919,571,1218398339
224,274,1218398497
205,799,1218399320
618,799,1218400593
342,852,1218401143
922,371,1218402091
147,916,1218402254
33,274,1218403688
199,916,1218403741
885,797,1218404148
33,889,1218404396
923,527,1218405062
419,916,1218407035
905,91,1218407063
809,916,1218407127
905,371,1218407677
657,889,1218407845
853,916,1218408358
852,852,1218410110
758,916,1218411683
927,164,1218412719
740,799,1218412770
740,799,1218412888
267,758,1218414189
2521991,925,1218414530
758,758,1218414604
814,814,1218415354
905,51,1218415394
758,758,1218415475
881,573,1218415762
905,8,1218416067
194,573,1218416294
266,573,1218416435
729,917,1218416874
872,568,1218416956
92,573,1218417454
145,145,1218417461
878,573,1218417557
758,755,1218417984
145,145,1218418003
872,755,1218418176
791,568,1218418747
853,755,1218419001
207,207,1218419132
931,198,1218419946
207,755,1218420308
872,573,1218420879
122,573,1218421356
872,916,1218421558
146270,371,1218422118
905,755,1218422215
146270,274,1218422314
146270,886,1218422486
116,573,1218423207
940,145,1218423518
116,198,1218424248
145,145,1218424707
885,573,1218425304
885,755,1218425718
931,755,1218426115
233,233,1218426740
872,233,1218427041
1975282,636,1218427496
1975282,91,1218427716
234,755,1218428003
803,755,1218428664
234,277,1218433260
383,145,1218433628
193,905,1218433985
122,573,1218434103
943,573,1218434354
608,945,1218435099
550,277,1218435399
1228206,373,1218436706
872,493,1218438140
234,573,1218440142
486,277,1218440998
493,116,1218441234
748,636,1218441507
953,49,1218441566
486,796,1218442136
733,889,1218442374
486,876,1218443025
150,150,1218443600
795,876,1218443758
615,856,1218443929
49,856,1218444055
940,145,1218444161
206,233,1218444310
952,856,1218444345
716,889,1218445260
951,573,1218445666
486,58,1218445770
234,136,1218445786
486,46,1218446502
430,925,1218446533
157,145,1218447096
486,59,1218447486
1975282,889,1218448361
785,785,1218448752
680,680,1218449515
122,556,1218450435
122,556,1218450712
567,925,1218451135
122,889,1218451390
231,234,1218453638
954,568,1218453667
61,813,1218453709
615,234,1218453907
486,556,1218454002
61,888,1218454168
242,856,1218454608
781,770,1218454871
234,841,1218455373
342,493,1218456280
713,556,1218456887
63,61,1218457132
872,797,1218457188
872,61,1218457887
224,708,1218458106
108465,916,1218458180
716,61,1218458327
872,959,1218458640
959,959,1218458735
373,856,1218459099
959,122,1218459374
